year,month,day,dow,births
1996,7,17,Wednesday,12660
1996,7,18,Thursday,12247
1996,7,19,Friday,12049
1996,7,20,Saturday,9107
1996,7,21,Sunday,8349
1996,7,22,Monday,11164
1996,7,23,Tuesday,12731
1996,7,24,Wednesday,12214
1996,7,25,Thursday,12307
1996,7,26,Friday,12082
1996,7,27,Saturday,9012
1996,7,28,Sunday,8227
1996,7,29,Monday,11232
1996,7,30,Tuesday,12519
1996,7,31,Wednesday,12128
1996,8,1,Thursday,12153
1996,8,2,Friday,12088
1996,8,3,Saturday,9174
1996,8,4,Sunday,8327
1996,8,5,Monday,11268
1996,8,6,Tuesday,12508
1996,8,7,Wednesday,12277
1996,8,8,Thursday,12385
1996,8,9,Friday,12167
1996,8,10,Saturday,9175
1996,8,11,Sunday,8310
1996,8,12,Monday,11499
1996,8,13,Tuesday,12407
1996,8,14,Wednesday,12294
1996,8,15,Thursday,12180
1996,8,16,Friday,12419
1996,8,17,Saturday,9290
1996,8,18,Sunday,8305
1996,8,19,Monday,11392
1996,8,20,Tuesday,12270
1996,8,21,Wednesday,12338
1996,8,22,Thursday,12291
1996,8,23,Friday,12213
1996,8,24,Saturday,9130
1996,8,25,Sunday,8212
1996,8,26,Monday,11201
1996,8,27,Tuesday,12573
1996,8,28,Wednesday,12339
1996,8,29,Thursday,12509
1996,8,30,Friday,12479
1996,8,31,Saturday,9144
1996,9,1,Sunday,8250
1996,9,2,Monday,8331
1996,9,3,Tuesday,11506
1996,9,4,Wednesday,12970
1996,9,5,Thursday,12657
1996,9,6,Friday,12629
1996,9,7,Saturday,9396
1996,9,8,Sunday,8354
1996,9,9,Monday,11543
1996,9,10,Tuesday,12662
1996,9,11,Wednesday,12420
1996,9,12,Thursday,12486
1996,9,13,Friday,12019
1996,9,14,Saturday,9323
1996,9,15,Sunday,8561
1996,9,16,Monday,12107
1996,9,17,Tuesday,13063
1996,9,18,Wednesday,12630
1996,9,19,Thursday,12535
1996,9,20,Friday,12754
1996,9,21,Saturday,9492
1996,9,22,Sunday,8694
1996,9,23,Monday,11605
1996,9,24,Tuesday,12910
1996,9,25,Wednesday,12768
1996,9,26,Thursday,12684
1996,9,27,Friday,12756
1996,9,28,Saturday,9359
1996,9,29,Sunday,8393
1996,9,30,Monday,11491
1996,10,1,Tuesday,12851
1996,10,2,Wednesday,12347
1996,10,3,Thursday,12248
1996,10,4,Friday,12224
1996,10,5,Saturday,8900
1996,10,6,Sunday,7960
1996,10,7,Monday,11186
1996,10,8,Tuesday,12311
1996,10,9,Wednesday,12069
1996,10,10,Thursday,12157
1996,10,11,Friday,11582
1996,10,12,Saturday,8710
1996,10,13,Sunday,7970
1996,10,14,Monday,10770
1996,10,15,Tuesday,12272
1996,10,16,Wednesday,11894
1996,10,17,Thursday,11764
1996,10,18,Friday,11495
1996,10,19,Saturday,8459
1996,10,20,Sunday,7786
1996,10,21,Monday,10790
1996,10,22,Tuesday,11857
1996,10,23,Wednesday,11807
1996,10,24,Thursday,11538
1996,10,25,Friday,11618
1996,10,26,Saturday,8695
1996,10,27,Sunday,8061
1996,10,28,Monday,10846
1996,10,29,Tuesday,12054
1996,10,30,Wednesday,11812
1996,10,31,Thursday,10313
1996,11,1,Friday,11717
1996,11,2,Saturday,8614
1996,11,3,Sunday,7753
1996,11,4,Monday,10846
1996,11,5,Tuesday,12019
1996,11,6,Wednesday,11575
1996,11,7,Thursday,11854
1996,11,8,Friday,11880
1996,11,9,Saturday,8780
1996,11,10,Sunday,7666
1996,11,11,Monday,10586
1996,11,12,Tuesday,11687
1996,11,13,Wednesday,11065
1996,11,14,Thursday,11516
1996,11,15,Friday,11523
1996,11,16,Saturday,8562
1996,11,17,Sunday,7808
1996,11,18,Monday,10712
1996,11,19,Tuesday,12001
1996,11,20,Wednesday,11557
1996,11,21,Thursday,11617
1996,11,22,Friday,11713
1996,11,23,Saturday,8535
1996,11,24,Sunday,7452
1996,11,25,Monday,11352
1996,11,26,Tuesday,12451
1996,11,27,Wednesday,11169
1996,11,28,Thursday,7770
1996,11,29,Friday,9302
1996,11,30,Saturday,8315
1996,12,1,Sunday,7929
1996,12,2,Monday,10969
1996,12,3,Tuesday,12123
1996,12,4,Wednesday,11837
1996,12,5,Thursday,11587
1996,12,6,Friday,11547
1996,12,7,Saturday,8505
1996,12,8,Sunday,7730
1996,12,9,Monday,10642
1996,12,10,Tuesday,11900
1996,12,11,Wednesday,11521
1996,12,12,Thursday,11845
1996,12,13,Friday,10623
1996,12,14,Saturday,8618
1996,12,15,Sunday,7717
1996,12,16,Monday,11193
1996,12,17,Tuesday,12379
1996,12,18,Wednesday,12116
1996,12,19,Thursday,12181
1996,12,20,Friday,12552
1996,12,21,Saturday,8684
1996,12,22,Sunday,7749
1996,12,23,Monday,10604
1996,12,24,Tuesday,9114
1996,12,25,Wednesday,7092
1996,12,26,Thursday,10321
1996,12,27,Friday,12260
1996,12,28,Saturday,9103
1996,12,29,Sunday,8193
1996,12,30,Monday,11911
1996,12,31,Tuesday,11924
1997,1,1,Wednesday,8349
1997,1,2,Thursday,9914
1997,1,3,Friday,11196
1997,1,4,Saturday,8617
1997,1,5,Sunday,7657
1997,1,6,Monday,10456
1997,1,7,Tuesday,11615
1997,1,8,Wednesday,10872
1997,1,9,Thursday,10981
1997,1,10,Friday,11545
1997,1,11,Saturday,8368
1997,1,12,Sunday,7524
1997,1,13,Monday,10267
1997,1,14,Tuesday,11502
1997,1,15,Wednesday,11319
1997,1,16,Thursday,11311
1997,1,17,Friday,11321
1997,1,18,Saturday,8340
1997,1,19,Sunday,7527
1997,1,20,Monday,10444
1997,1,21,Tuesday,11536
1997,1,22,Wednesday,11508
1997,1,23,Thursday,11511
1997,1,24,Friday,11410
1997,1,25,Saturday,8634
1997,1,26,Sunday,7526
1997,1,27,Monday,10527
1997,1,28,Tuesday,11661
1997,1,29,Wednesday,11084
1997,1,30,Thursday,11171
1997,1,31,Friday,11518
1997,2,1,Saturday,8488
1997,2,2,Sunday,7706
1997,2,3,Monday,10596
1997,2,4,Tuesday,11621
1997,2,5,Wednesday,11291
1997,2,6,Thursday,11228
1997,2,7,Friday,11538
1997,2,8,Saturday,8411
1997,2,9,Sunday,7566
1997,2,10,Monday,10778
1997,2,11,Tuesday,11734
1997,2,12,Wednesday,11548
1997,2,13,Thursday,11288
1997,2,14,Friday,12321
1997,2,15,Saturday,8805
1997,2,16,Sunday,7670
1997,2,17,Monday,10023
1997,2,18,Tuesday,11126
1997,2,19,Wednesday,11574
1997,2,20,Thursday,11571
1997,2,21,Friday,11458
1997,2,22,Saturday,8845
1997,2,23,Sunday,7553
1997,2,24,Monday,10481
1997,2,25,Tuesday,11566
1997,2,26,Wednesday,11573
1997,2,27,Thursday,11666
1997,2,28,Friday,11516
1997,3,1,Saturday,8589
1997,3,2,Sunday,7681
1997,3,3,Monday,10837
1997,3,4,Tuesday,11909
1997,3,5,Wednesday,11570
1997,3,6,Thursday,11523
1997,3,7,Friday,11571
1997,3,8,Saturday,8700
1997,3,9,Sunday,7649
1997,3,10,Monday,10691
1997,3,11,Tuesday,11944
1997,3,12,Wednesday,11661
1997,3,13,Thursday,11397
1997,3,14,Friday,11573
1997,3,15,Saturday,8521
1997,3,16,Sunday,7617
1997,3,17,Monday,10881
1997,3,18,Tuesday,11726
1997,3,19,Wednesday,11550
1997,3,20,Thursday,11634
1997,3,21,Friday,11846
1997,3,22,Saturday,8641
1997,3,23,Sunday,7594
1997,3,24,Monday,10903
1997,3,25,Tuesday,12160
1997,3,26,Wednesday,11845
1997,3,27,Thursday,11745
1997,3,28,Friday,11184
1997,3,29,Saturday,8329
1997,3,30,Sunday,7458
1997,3,31,Monday,10283
1997,4,1,Tuesday,10799
1997,4,2,Wednesday,11662
1997,4,3,Thursday,11669
1997,4,4,Friday,11657
1997,4,5,Saturday,8576
1997,4,6,Sunday,7207
1997,4,7,Monday,10726
1997,4,8,Tuesday,11840
1997,4,9,Wednesday,11356
1997,4,10,Thursday,11499
1997,4,11,Friday,11348
1997,4,12,Saturday,8444
1997,4,13,Sunday,7559
1997,4,14,Monday,10620
1997,4,15,Tuesday,11714
1997,4,16,Wednesday,11652
1997,4,17,Thursday,11743
1997,4,18,Friday,11560
1997,4,19,Saturday,8497
1997,4,20,Sunday,7673
1997,4,21,Monday,10793
1997,4,22,Tuesday,11979
1997,4,23,Wednesday,11783
1997,4,24,Thursday,11755
1997,4,25,Friday,11295
1997,4,26,Saturday,8285
1997,4,27,Sunday,7410
1997,4,28,Monday,10265
1997,4,29,Tuesday,11518
1997,4,30,Wednesday,11346
1997,5,1,Thursday,11608
1997,5,2,Friday,11686
1997,5,3,Saturday,8502
1997,5,4,Sunday,7868
1997,5,5,Monday,10982
1997,5,6,Tuesday,11855
1997,5,7,Wednesday,11781
1997,5,8,Thursday,11861
1997,5,9,Friday,11701
1997,5,10,Saturday,8568
1997,5,11,Sunday,7493
1997,5,12,Monday,11247
1997,5,13,Tuesday,12031
1997,5,14,Wednesday,11703
1997,5,15,Thursday,12109
1997,5,16,Friday,11749
1997,5,17,Saturday,8493
1997,5,18,Sunday,7845
1997,5,19,Monday,11189
1997,5,20,Tuesday,12346
1997,5,21,Wednesday,11910
1997,5,22,Thursday,12023
1997,5,23,Friday,12212
1997,5,24,Saturday,8756
1997,5,25,Sunday,7873
1997,5,26,Monday,8079
1997,5,27,Tuesday,11045
1997,5,28,Wednesday,12545
1997,5,29,Thursday,12357
1997,5,30,Friday,12061
1997,5,31,Saturday,8853
1997,6,1,Sunday,7763
1997,6,2,Monday,10716
1997,6,3,Tuesday,12037
1997,6,4,Wednesday,11794
1997,6,5,Thursday,11826
1997,6,6,Friday,11938
1997,6,7,Saturday,8678
1997,6,8,Sunday,7578
1997,6,9,Monday,10854
1997,6,10,Tuesday,12251
1997,6,11,Wednesday,12075
1997,6,12,Thursday,11882
1997,6,13,Friday,11214
1997,6,14,Saturday,8835
1997,6,15,Sunday,7777
1997,6,16,Monday,11212
1997,6,17,Tuesday,12190
1997,6,18,Wednesday,11875
1997,6,19,Thursday,12012
1997,6,20,Friday,12192
1997,6,21,Saturday,8751
1997,6,22,Sunday,8199
1997,6,23,Monday,11031
1997,6,24,Tuesday,12511
1997,6,25,Wednesday,12264
1997,6,26,Thursday,12291
1997,6,27,Friday,11916
1997,6,28,Saturday,9184
1997,6,29,Sunday,7823
1997,6,30,Monday,11198
1997,7,1,Tuesday,13003
1997,7,2,Wednesday,12820
1997,7,3,Thursday,12433
1997,7,4,Friday,9445
1997,7,5,Saturday,8255
1997,7,6,Sunday,7860
1997,7,7,Monday,11501
1997,7,8,Tuesday,12927
1997,7,9,Wednesday,12292
1997,7,10,Thursday,12451
1997,7,11,Friday,12132
1997,7,12,Saturday,8841
1997,7,13,Sunday,8092
1997,7,14,Monday,11198
1997,7,15,Tuesday,12625
1997,7,16,Wednesday,12474
1997,7,17,Thursday,12552
1997,7,18,Friday,12101
1997,7,19,Saturday,9055
1997,7,20,Sunday,7973
1997,7,21,Monday,11410
1997,7,22,Tuesday,12928
1997,7,23,Wednesday,12319
1997,7,24,Thursday,11988
1997,7,25,Friday,12178
1997,7,26,Saturday,8939
1997,7,27,Sunday,8213
1997,7,28,Monday,11465
1997,7,29,Tuesday,12482
1997,7,30,Wednesday,12356
1997,7,31,Thursday,12198
1997,8,1,Friday,12084
1997,8,2,Saturday,8775
1997,8,3,Sunday,8044
1997,8,4,Monday,11189
1997,8,5,Tuesday,12585
1997,8,6,Wednesday,12046
1997,8,7,Thursday,12141
1997,8,8,Friday,12110
1997,8,9,Saturday,8876
1997,8,10,Sunday,8174
1997,8,11,Monday,11274
1997,8,12,Tuesday,12632
1997,8,13,Wednesday,11963
1997,8,14,Thursday,12342
1997,8,15,Friday,12240
1997,8,16,Saturday,9066
1997,8,17,Sunday,8125
1997,8,18,Monday,11387
1997,8,19,Tuesday,12479
1997,8,20,Wednesday,12394
1997,8,21,Thursday,12121
1997,8,22,Friday,12081
1997,8,23,Saturday,8950
1997,8,24,Sunday,8053
1997,8,25,Monday,11094
1997,8,26,Tuesday,12577
1997,8,27,Wednesday,12270
1997,8,28,Thursday,12475
1997,8,29,Friday,12422
1997,8,30,Saturday,9078
1997,8,31,Sunday,8075
1997,9,1,Monday,8116
1997,9,2,Tuesday,11307
1997,9,3,Wednesday,12720
1997,9,4,Thursday,12462
1997,9,5,Friday,12454
1997,9,6,Saturday,9074
1997,9,7,Sunday,8281
1997,9,8,Monday,11244
1997,9,9,Tuesday,12457
1997,9,10,Wednesday,12182
1997,9,11,Thursday,12467
1997,9,12,Friday,12394
1997,9,13,Saturday,9053
1997,9,14,Sunday,8265
1997,9,15,Monday,11584
1997,9,16,Tuesday,12891
1997,9,17,Wednesday,12793
1997,9,18,Thursday,12372
1997,9,19,Friday,12560
1997,9,20,Saturday,8968
1997,9,21,Sunday,8253
1997,9,22,Monday,11474
1997,9,23,Tuesday,12621
1997,9,24,Wednesday,12193
1997,9,25,Thursday,12132
1997,9,26,Friday,12057
1997,9,27,Saturday,9119
1997,9,28,Sunday,8104
1997,9,29,Monday,11453
1997,9,30,Tuesday,12550
1997,10,1,Wednesday,12161
1997,10,2,Thursday,11903
1997,10,3,Friday,11939
1997,10,4,Saturday,8787
1997,10,5,Sunday,7726
1997,10,6,Monday,11123
1997,10,7,Tuesday,12261
1997,10,8,Wednesday,11689
1997,10,9,Thursday,11623
1997,10,10,Friday,11627
1997,10,11,Saturday,8489
1997,10,12,Sunday,7358
1997,10,13,Monday,10180
1997,10,14,Tuesday,11859
1997,10,15,Wednesday,11450
1997,10,16,Thursday,11481
1997,10,17,Friday,11451
1997,10,18,Saturday,8393
1997,10,19,Sunday,7604
1997,10,20,Monday,10782
1997,10,21,Tuesday,11957
1997,10,22,Wednesday,11490
1997,10,23,Thursday,11561
1997,10,24,Friday,11607
1997,10,25,Saturday,8438
1997,10,26,Sunday,8000
1997,10,27,Monday,10824
1997,10,28,Tuesday,11753
1997,10,29,Wednesday,11593
1997,10,30,Thursday,11406
1997,10,31,Friday,10142
1997,11,1,Saturday,8706
1997,11,2,Sunday,7884
1997,11,3,Monday,10909
1997,11,4,Tuesday,12210
1997,11,5,Wednesday,11704
1997,11,6,Thursday,11608
1997,11,7,Friday,11624
1997,11,8,Saturday,8577
1997,11,9,Sunday,7794
1997,11,10,Monday,10796
1997,11,11,Tuesday,12022
1997,11,12,Wednesday,11485
1997,11,13,Thursday,11233
1997,11,14,Friday,11615
1997,11,15,Saturday,8483
1997,11,16,Sunday,7757
1997,11,17,Monday,10945
1997,11,18,Tuesday,12014
1997,11,19,Wednesday,11529
1997,11,20,Thursday,11754
1997,11,21,Friday,11930
1997,11,22,Saturday,8769
1997,11,23,Sunday,7803
1997,11,24,Monday,11583
1997,11,25,Tuesday,12618
1997,11,26,Wednesday,11216
1997,11,27,Thursday,7680
1997,11,28,Friday,9172
1997,11,29,Saturday,8269
1997,11,30,Sunday,7593
1997,12,1,Monday,11195
1997,12,2,Tuesday,12509
1997,12,3,Wednesday,11997
1997,12,4,Thursday,11810
1997,12,5,Friday,11385
1997,12,6,Saturday,8316
1997,12,7,Sunday,7608
1997,12,8,Monday,10696
1997,12,9,Tuesday,11825
1997,12,10,Wednesday,11555
1997,12,11,Thursday,11431
1997,12,12,Friday,11380
1997,12,13,Saturday,8178
1997,12,14,Sunday,7504
1997,12,15,Monday,11054
1997,12,16,Tuesday,12506
1997,12,17,Wednesday,12199
1997,12,18,Thursday,12543
1997,12,19,Friday,12543
1997,12,20,Saturday,8997
1997,12,21,Sunday,7675
1997,12,22,Monday,12021
1997,12,23,Tuesday,12061
1997,12,24,Wednesday,9129
1997,12,25,Thursday,7055
1997,12,26,Friday,10075
1997,12,27,Saturday,8679
1997,12,28,Sunday,7864
1997,12,29,Monday,12206
1997,12,30,Tuesday,13521
1997,12,31,Wednesday,11818
1998,1,1,Thursday,8213
1998,1,2,Friday,9784
1998,1,3,Saturday,8437
1998,1,4,Sunday,7807
1998,1,5,Monday,10556
1998,1,6,Tuesday,11843
1998,1,7,Wednesday,11428
1998,1,8,Thursday,11526
1998,1,9,Friday,11469
1998,1,10,Saturday,8612
1998,1,11,Sunday,7642
1998,1,12,Monday,10553
1998,1,13,Tuesday,11850
1998,1,14,Wednesday,11542
1998,1,15,Thursday,11491
1998,1,16,Friday,11535
1998,1,17,Saturday,8698
1998,1,18,Sunday,7690
1998,1,19,Monday,10325
1998,1,20,Tuesday,11806
1998,1,21,Wednesday,11650
1998,1,22,Thursday,11680
1998,1,23,Friday,11389
1998,1,24,Saturday,8525
1998,1,25,Sunday,7586
1998,1,26,Monday,10771
1998,1,27,Tuesday,11813
1998,1,28,Wednesday,11483
1998,1,29,Thursday,11513
1998,1,30,Friday,11616
1998,1,31,Saturday,8507
1998,2,1,Sunday,7650
1998,2,2,Monday,10867
1998,2,3,Tuesday,11659
1998,2,4,Wednesday,11745
1998,2,5,Thursday,11529
1998,2,6,Friday,11573
1998,2,7,Saturday,8567
1998,2,8,Sunday,7952
1998,2,9,Monday,11113
1998,2,10,Tuesday,12166
1998,2,11,Wednesday,11752
1998,2,12,Thursday,12329
1998,2,13,Friday,11203
1998,2,14,Saturday,9112
1998,2,15,Sunday,7957
1998,2,16,Monday,10471
1998,2,17,Tuesday,11923
1998,2,18,Wednesday,12022
1998,2,19,Thursday,11802
1998,2,20,Friday,11879
1998,2,21,Saturday,8759
1998,2,22,Sunday,7779
1998,2,23,Monday,10871
1998,2,24,Tuesday,12185
1998,2,25,Wednesday,11815
1998,2,26,Thursday,11817
1998,2,27,Friday,11536
1998,2,28,Saturday,8678
1998,3,1,Sunday,7798
1998,3,2,Monday,11019
1998,3,3,Tuesday,12180
1998,3,4,Wednesday,11740
1998,3,5,Thursday,12046
1998,3,6,Friday,11811
1998,3,7,Saturday,8510
1998,3,8,Sunday,7699
1998,3,9,Monday,10801
1998,3,10,Tuesday,12150
1998,3,11,Wednesday,11752
1998,3,12,Thursday,11883
1998,3,13,Friday,11120
1998,3,14,Saturday,8697
1998,3,15,Sunday,7808
1998,3,16,Monday,10836
1998,3,17,Tuesday,12343
1998,3,18,Wednesday,11918
1998,3,19,Thursday,11728
1998,3,20,Friday,11703
1998,3,21,Saturday,8730
1998,3,22,Sunday,7625
1998,3,23,Monday,10779
1998,3,24,Tuesday,11960
1998,3,25,Wednesday,11757
1998,3,26,Thursday,11983
1998,3,27,Friday,11715
1998,3,28,Saturday,8399
1998,3,29,Sunday,7831
1998,3,30,Monday,10990
1998,3,31,Tuesday,12125
1998,4,1,Wednesday,10992
1998,4,2,Thursday,11944
1998,4,3,Friday,11976
1998,4,4,Saturday,8715
1998,4,5,Sunday,7240
1998,4,6,Monday,10904
1998,4,7,Tuesday,12255
1998,4,8,Wednesday,11992
1998,4,9,Thursday,11868
1998,4,10,Friday,11118
1998,4,11,Saturday,8437
1998,4,12,Sunday,7330
1998,4,13,Monday,10383
1998,4,14,Tuesday,12207
1998,4,15,Wednesday,11898
1998,4,16,Thursday,11931
1998,4,17,Friday,11820
1998,4,18,Saturday,8595
1998,4,19,Sunday,7557
1998,4,20,Monday,10848
1998,4,21,Tuesday,12213
1998,4,22,Wednesday,11730
1998,4,23,Thursday,11729
1998,4,24,Friday,11511
1998,4,25,Saturday,8469
1998,4,26,Sunday,7774
1998,4,27,Monday,10832
1998,4,28,Tuesday,12175
1998,4,29,Wednesday,11565
1998,4,30,Thursday,11750
1998,5,1,Friday,11776
1998,5,2,Saturday,8595
1998,5,3,Sunday,7750
1998,5,4,Monday,11071
1998,5,5,Tuesday,12440
1998,5,6,Wednesday,12177
1998,5,7,Thursday,12037
1998,5,8,Friday,11868
1998,5,9,Saturday,8701
1998,5,10,Sunday,7716
1998,5,11,Monday,10760
1998,5,12,Tuesday,12225
1998,5,13,Wednesday,11511
1998,5,14,Thursday,11913
1998,5,15,Friday,12113
1998,5,16,Saturday,8778
1998,5,17,Sunday,7810
1998,5,18,Monday,11228
1998,5,19,Tuesday,12567
1998,5,20,Wednesday,12241
1998,5,21,Thursday,12482
1998,5,22,Friday,12312
1998,5,23,Saturday,8764
1998,5,24,Sunday,7888
1998,5,25,Monday,7953
1998,5,26,Tuesday,11573
1998,5,27,Wednesday,12590
1998,5,28,Thursday,12674
1998,5,29,Friday,12255
1998,5,30,Saturday,8837
1998,5,31,Sunday,7914
1998,6,1,Monday,11005
1998,6,2,Tuesday,11762
1998,6,3,Wednesday,11898
1998,6,4,Thursday,11778
1998,6,5,Friday,11752
1998,6,6,Saturday,8892
1998,6,7,Sunday,7558
1998,6,8,Monday,10791
1998,6,9,Tuesday,12122
1998,6,10,Wednesday,12007
1998,6,11,Thursday,11996
1998,6,12,Friday,11830
1998,6,13,Saturday,8769
1998,6,14,Sunday,7836
1998,6,15,Monday,11280
1998,6,16,Tuesday,12519
1998,6,17,Wednesday,12038
1998,6,18,Thursday,11968
1998,6,19,Friday,11877
1998,6,20,Saturday,8819
1998,6,21,Sunday,7794
1998,6,22,Monday,11218
1998,6,23,Tuesday,12351
1998,6,24,Wednesday,12246
1998,6,25,Thursday,12258
1998,6,26,Friday,12050
1998,6,27,Saturday,8840
1998,6,28,Sunday,7930
1998,6,29,Monday,11025
1998,6,30,Tuesday,12882
1998,7,1,Wednesday,12680
1998,7,2,Thursday,12517
1998,7,3,Friday,10371
1998,7,4,Saturday,8372
1998,7,5,Sunday,7694
1998,7,6,Monday,11030
1998,7,7,Tuesday,12753
1998,7,8,Wednesday,12535
1998,7,9,Thursday,12463
1998,7,10,Friday,12288
1998,7,11,Saturday,8996
1998,7,12,Sunday,8096
1998,7,13,Monday,11149
1998,7,14,Tuesday,13034
1998,7,15,Wednesday,12593
1998,7,16,Thursday,12467
1998,7,17,Friday,12345
1998,7,18,Saturday,8905
1998,7,19,Sunday,8018
1998,7,20,Monday,11598
1998,7,21,Tuesday,12686
1998,7,22,Wednesday,12785
1998,7,23,Thursday,12536
1998,7,24,Friday,12287
1998,7,25,Saturday,8888
1998,7,26,Sunday,8069
1998,7,27,Monday,11350
1998,7,28,Tuesday,12919
1998,7,29,Wednesday,12556
1998,7,30,Thursday,12375
1998,7,31,Friday,12296
1998,8,1,Saturday,8784
1998,8,2,Sunday,7876
1998,8,3,Monday,11277
1998,8,4,Tuesday,12758
1998,8,5,Wednesday,12244
1998,8,6,Thursday,12535
1998,8,7,Friday,12258
1998,8,8,Saturday,9256
1998,8,9,Sunday,8168
1998,8,10,Monday,11622
1998,8,11,Tuesday,12857
1998,8,12,Wednesday,12577
1998,8,13,Thursday,12487
1998,8,14,Friday,12486
1998,8,15,Saturday,9296
1998,8,16,Sunday,8176
1998,8,17,Monday,11565
1998,8,18,Tuesday,12878
1998,8,19,Wednesday,12491
1998,8,20,Thursday,12467
1998,8,21,Friday,12496
1998,8,22,Saturday,9106
1998,8,23,Sunday,8252
1998,8,24,Monday,11627
1998,8,25,Tuesday,12908
1998,8,26,Wednesday,12459
1998,8,27,Thursday,12595
1998,8,28,Friday,12447
1998,8,29,Saturday,9230
1998,8,30,Sunday,8162
1998,8,31,Monday,11396
1998,9,1,Tuesday,12677
1998,9,2,Wednesday,12289
1998,9,3,Thursday,12474
1998,9,4,Friday,12820
1998,9,5,Saturday,9057
1998,9,6,Sunday,7979
1998,9,7,Monday,8428
1998,9,8,Tuesday,12092
1998,9,9,Wednesday,13501
1998,9,10,Thursday,13306
1998,9,11,Friday,12920
1998,9,12,Saturday,9463
1998,9,13,Sunday,8434
1998,9,14,Monday,11694
1998,9,15,Tuesday,12975
1998,9,16,Wednesday,12768
1998,9,17,Thursday,12905
1998,9,18,Friday,13030
1998,9,19,Saturday,9541
1998,9,20,Sunday,8431
1998,9,21,Monday,11647
1998,9,22,Tuesday,12774
1998,9,23,Wednesday,12805
1998,9,24,Thursday,12708
1998,9,25,Friday,12501
1998,9,26,Saturday,9230
1998,9,27,Sunday,8279
1998,9,28,Monday,11744
1998,9,29,Tuesday,12716
1998,9,30,Wednesday,12196
1998,10,1,Thursday,12410
1998,10,2,Friday,12247
1998,10,3,Saturday,8895
1998,10,4,Sunday,7927
1998,10,5,Monday,11235
1998,10,6,Tuesday,12555
1998,10,7,Wednesday,12119
1998,10,8,Thursday,12128
1998,10,9,Friday,11750
1998,10,10,Saturday,8610
1998,10,11,Sunday,7785
1998,10,12,Monday,10645
1998,10,13,Tuesday,11815
1998,10,14,Wednesday,12063
1998,10,15,Thursday,12049
1998,10,16,Friday,11792
1998,10,17,Saturday,8475
1998,10,18,Sunday,7795
1998,10,19,Monday,10797
1998,10,20,Tuesday,12404
1998,10,21,Wednesday,11721
1998,10,22,Thursday,11866
1998,10,23,Friday,11644
1998,10,24,Saturday,8447
1998,10,25,Sunday,7768
1998,10,26,Monday,10967
1998,10,27,Tuesday,11996
1998,10,28,Wednesday,11841
1998,10,29,Thursday,11667
1998,10,30,Friday,11213
1998,10,31,Saturday,8164
1998,11,1,Sunday,7849
1998,11,2,Monday,11139
1998,11,3,Tuesday,12235
1998,11,4,Wednesday,11726
1998,11,5,Thursday,12007
1998,11,6,Friday,11773
1998,11,7,Saturday,8623
1998,11,8,Sunday,7615
1998,11,9,Monday,11171
1998,11,10,Tuesday,12312
1998,11,11,Wednesday,11662
1998,11,12,Thursday,11904
1998,11,13,Friday,10968
1998,11,14,Saturday,8689
1998,11,15,Sunday,7759
1998,11,16,Monday,11103
1998,11,17,Tuesday,12348
1998,11,18,Wednesday,11729
1998,11,19,Thursday,11815
1998,11,20,Friday,12095
1998,11,21,Saturday,8687
1998,11,22,Sunday,7649
1998,11,23,Monday,11942
1998,11,24,Tuesday,13143
1998,11,25,Wednesday,11311
1998,11,26,Thursday,7658
1998,11,27,Friday,9185
1998,11,28,Saturday,8295
1998,11,29,Sunday,7732
1998,11,30,Monday,11117
1998,12,1,Tuesday,12612
1998,12,2,Wednesday,12003
1998,12,3,Thursday,11990
1998,12,4,Friday,11661
1998,12,5,Saturday,8368
1998,12,6,Sunday,7614
1998,12,7,Monday,10872
1998,12,8,Tuesday,12354
1998,12,9,Wednesday,11824
1998,12,10,Thursday,11685
1998,12,11,Friday,11284
1998,12,12,Saturday,8418
1998,12,13,Sunday,7460
1998,12,14,Monday,11063
1998,12,15,Tuesday,12430
1998,12,16,Wednesday,12256
1998,12,17,Thursday,12572
1998,12,18,Friday,12634
1998,12,19,Saturday,8804
1998,12,20,Sunday,7792
1998,12,21,Monday,12414
1998,12,22,Tuesday,13286
1998,12,23,Wednesday,11149
1998,12,24,Thursday,8464
1998,12,25,Friday,7020
1998,12,26,Saturday,7735
1998,12,27,Sunday,7829
1998,12,28,Monday,11980
1998,12,29,Tuesday,13637
1998,12,30,Wednesday,13297
1998,12,31,Thursday,11389
1999,1,1,Friday,8163
1999,1,2,Saturday,7637
1999,1,3,Sunday,7416
1999,1,4,Monday,10396
1999,1,5,Tuesday,12004
1999,1,6,Wednesday,11718
1999,1,7,Thursday,11901
1999,1,8,Friday,11772
1999,1,9,Saturday,8466
1999,1,10,Sunday,7704
1999,1,11,Monday,10816
1999,1,12,Tuesday,12190
1999,1,13,Wednesday,11626
1999,1,14,Thursday,11767
1999,1,15,Friday,11704
1999,1,16,Saturday,8444
1999,1,17,Sunday,7679
1999,1,18,Monday,10508
1999,1,19,Tuesday,11812
1999,1,20,Wednesday,11901
1999,1,21,Thursday,12027
1999,1,22,Friday,11677
1999,1,23,Saturday,8587
1999,1,24,Sunday,7597
1999,1,25,Monday,10973
1999,1,26,Tuesday,11915
1999,1,27,Wednesday,11548
1999,1,28,Thursday,11745
1999,1,29,Friday,11571
1999,1,30,Saturday,8473
1999,1,31,Sunday,7445
1999,2,1,Monday,10718
1999,2,2,Tuesday,12037
1999,2,3,Wednesday,11747
