year,month,day,dow,births
1999,2,4,Thursday,11811
1999,2,5,Friday,11693
1999,2,6,Saturday,8394
1999,2,7,Sunday,7675
1999,2,8,Monday,11022
1999,2,9,Tuesday,12157
1999,2,10,Wednesday,11849
1999,2,11,Thursday,12086
1999,2,12,Friday,11709
1999,2,13,Saturday,8298
1999,2,14,Sunday,7902
1999,2,15,Monday,10431
1999,2,16,Tuesday,11987
1999,2,17,Wednesday,11868
1999,2,18,Thursday,11909
1999,2,19,Friday,11818
1999,2,20,Saturday,8604
1999,2,21,Sunday,7664
1999,2,22,Monday,10958
1999,2,23,Tuesday,11875
1999,2,24,Wednesday,11761
1999,2,25,Thursday,11716
1999,2,26,Friday,11615
1999,2,27,Saturday,8458
1999,2,28,Sunday,7806
1999,3,1,Monday,10958
1999,3,2,Tuesday,12288
1999,3,3,Wednesday,11998
1999,3,4,Thursday,11767
1999,3,5,Friday,11841
1999,3,6,Saturday,8616
1999,3,7,Sunday,7578
1999,3,8,Monday,10749
1999,3,9,Tuesday,11896
1999,3,10,Wednesday,11823
1999,3,11,Thursday,11832
1999,3,12,Friday,11834
1999,3,13,Saturday,8436
1999,3,14,Sunday,7549
1999,3,15,Monday,10830
1999,3,16,Tuesday,12134
1999,3,17,Wednesday,11928
1999,3,18,Thursday,11915
1999,3,19,Friday,11554
1999,3,20,Saturday,8621
1999,3,21,Sunday,7582
1999,3,22,Monday,10743
1999,3,23,Tuesday,12132
1999,3,24,Wednesday,11764
1999,3,25,Thursday,11879
1999,3,26,Friday,11543
1999,3,27,Saturday,8592
1999,3,28,Sunday,7389
1999,3,29,Monday,11259
1999,3,30,Tuesday,12071
1999,3,31,Wednesday,11838
1999,4,1,Thursday,11313
1999,4,2,Friday,11354
1999,4,3,Saturday,8059
1999,4,4,Sunday,7067
1999,4,5,Monday,10820
1999,4,6,Tuesday,12063
1999,4,7,Wednesday,11941
1999,4,8,Thursday,11724
1999,4,9,Friday,11550
1999,4,10,Saturday,8364
1999,4,11,Sunday,7510
1999,4,12,Monday,10849
1999,4,13,Tuesday,11884
1999,4,14,Wednesday,11669
1999,4,15,Thursday,11818
1999,4,16,Friday,11546
1999,4,17,Saturday,8633
1999,4,18,Sunday,7394
1999,4,19,Monday,10767
1999,4,20,Tuesday,12067
1999,4,21,Wednesday,11636
1999,4,22,Thursday,11763
1999,4,23,Friday,11533
1999,4,24,Saturday,8301
1999,4,25,Sunday,7370
1999,4,26,Monday,10806
1999,4,27,Tuesday,12013
1999,4,28,Wednesday,11915
1999,4,29,Thursday,11743
1999,4,30,Friday,11417
1999,5,1,Saturday,8522
1999,5,2,Sunday,7537
1999,5,3,Monday,10972
1999,5,4,Tuesday,12455
1999,5,5,Wednesday,12278
1999,5,6,Thursday,12267
1999,5,7,Friday,11857
1999,5,8,Saturday,8314
1999,5,9,Sunday,7630
1999,5,10,Monday,11158
1999,5,11,Tuesday,12316
1999,5,12,Wednesday,12111
1999,5,13,Thursday,11801
1999,5,14,Friday,11874
1999,5,15,Saturday,8492
1999,5,16,Sunday,7600
1999,5,17,Monday,11106
1999,5,18,Tuesday,12438
1999,5,19,Wednesday,11758
1999,5,20,Thursday,11944
1999,5,21,Friday,11895
1999,5,22,Saturday,8558
1999,5,23,Sunday,7700
1999,5,24,Monday,11340
1999,5,25,Tuesday,12833
1999,5,26,Wednesday,12346
1999,5,27,Thursday,12640
1999,5,28,Friday,12405
1999,5,29,Saturday,8875
1999,5,30,Sunday,7661
1999,5,31,Monday,7843
1999,6,1,Tuesday,11583
1999,6,2,Wednesday,12961
1999,6,3,Thursday,12796
1999,6,4,Friday,12340
1999,6,5,Saturday,8814
1999,6,6,Sunday,7691
1999,6,7,Monday,11105
1999,6,8,Tuesday,12338
1999,6,9,Wednesday,12010
1999,6,10,Thursday,12259
1999,6,11,Friday,12028
1999,6,12,Saturday,8654
1999,6,13,Sunday,7648
1999,6,14,Monday,11145
1999,6,15,Tuesday,12525
1999,6,16,Wednesday,12089
1999,6,17,Thursday,12069
1999,6,18,Friday,11861
1999,6,19,Saturday,8621
1999,6,20,Sunday,7675
1999,6,21,Monday,11492
1999,6,22,Tuesday,12527
1999,6,23,Wednesday,12130
1999,6,24,Thursday,12343
1999,6,25,Friday,11768
1999,6,26,Saturday,8922
1999,6,27,Sunday,7968
1999,6,28,Monday,11506
1999,6,29,Tuesday,12853
1999,6,30,Wednesday,12480
1999,7,1,Thursday,12828
1999,7,2,Friday,12525
1999,7,3,Saturday,8764
1999,7,4,Sunday,7973
1999,7,5,Monday,8413
1999,7,6,Tuesday,11799
1999,7,7,Wednesday,13343
1999,7,8,Thursday,13245
1999,7,9,Friday,12566
1999,7,10,Saturday,9196
1999,7,11,Sunday,7882
1999,7,12,Monday,11489
1999,7,13,Tuesday,12646
1999,7,14,Wednesday,12631
1999,7,15,Thursday,12795
1999,7,16,Friday,12582
1999,7,17,Saturday,9034
1999,7,18,Sunday,8025
1999,7,19,Monday,11556
1999,7,20,Tuesday,12849
1999,7,21,Wednesday,12685
1999,7,22,Thursday,12945
1999,7,23,Friday,12674
1999,7,24,Saturday,9258
1999,7,25,Sunday,8182
1999,7,26,Monday,11687
1999,7,27,Tuesday,12903
1999,7,28,Wednesday,12803
1999,7,29,Thursday,12840
1999,7,30,Friday,12537
1999,7,31,Saturday,9157
1999,8,1,Sunday,8167
1999,8,2,Monday,11663
1999,8,3,Tuesday,12660
1999,8,4,Wednesday,12564
1999,8,5,Thursday,12587
1999,8,6,Friday,12448
1999,8,7,Saturday,9070
1999,8,8,Sunday,8074
1999,8,9,Monday,11408
1999,8,10,Tuesday,13035
1999,8,11,Wednesday,12572
1999,8,12,Thursday,13103
1999,8,13,Friday,11924
1999,8,14,Saturday,9143
1999,8,15,Sunday,8190
1999,8,16,Monday,11753
1999,8,17,Tuesday,13201
1999,8,18,Wednesday,12833
1999,8,19,Thursday,12783
1999,8,20,Friday,12764
1999,8,21,Saturday,9114
1999,8,22,Sunday,7964
1999,8,23,Monday,11673
1999,8,24,Tuesday,13035
1999,8,25,Wednesday,12595
1999,8,26,Thursday,12628
1999,8,27,Friday,12570
1999,8,28,Saturday,9387
1999,8,29,Sunday,8203
1999,8,30,Monday,11568
1999,8,31,Tuesday,12692
1999,9,1,Wednesday,12572
1999,9,2,Thursday,12896
1999,9,3,Friday,12914
1999,9,4,Saturday,8953
1999,9,5,Sunday,8203
1999,9,6,Monday,8249
1999,9,7,Tuesday,11969
1999,9,8,Wednesday,13437
1999,9,9,Thursday,14540
1999,9,10,Friday,13181
1999,9,11,Saturday,9634
1999,9,12,Sunday,8463
1999,9,13,Monday,11481
1999,9,14,Tuesday,12770
1999,9,15,Wednesday,12880
1999,9,16,Thursday,12843
1999,9,17,Friday,13142
1999,9,18,Saturday,9599
1999,9,19,Sunday,8559
1999,9,20,Monday,11961
1999,9,21,Tuesday,13384
1999,9,22,Wednesday,12994
1999,9,23,Thursday,13149
1999,9,24,Friday,13009
1999,9,25,Saturday,9568
1999,9,26,Sunday,8290
1999,9,27,Monday,12103
1999,9,28,Tuesday,13358
1999,9,29,Wednesday,12785
1999,9,30,Thursday,12523
1999,10,1,Friday,12544
1999,10,2,Saturday,9099
1999,10,3,Sunday,7888
1999,10,4,Monday,11506
1999,10,5,Tuesday,12871
1999,10,6,Wednesday,12534
1999,10,7,Thursday,12306
1999,10,8,Friday,12341
1999,10,9,Saturday,8804
1999,10,10,Sunday,7835
1999,10,11,Monday,11203
1999,10,12,Tuesday,12442
1999,10,13,Wednesday,12041
1999,10,14,Thursday,12115
1999,10,15,Friday,12187
1999,10,16,Saturday,8594
1999,10,17,Sunday,7562
1999,10,18,Monday,11021
1999,10,19,Tuesday,12354
1999,10,20,Wednesday,11830
1999,10,21,Thursday,11960
1999,10,22,Friday,11912
1999,10,23,Saturday,8404
1999,10,24,Sunday,7465
1999,10,25,Monday,11077
1999,10,26,Tuesday,12221
1999,10,27,Wednesday,11654
1999,10,28,Thursday,11693
1999,10,29,Friday,11534
1999,10,30,Saturday,8488
1999,10,31,Sunday,7495
1999,11,1,Monday,10839
1999,11,2,Tuesday,12098
1999,11,3,Wednesday,11803
1999,11,4,Thursday,11806
1999,11,5,Friday,11868
1999,11,6,Saturday,8533
1999,11,7,Sunday,7481
1999,11,8,Monday,11049
1999,11,9,Tuesday,12092
1999,11,10,Wednesday,11632
1999,11,11,Thursday,11802
1999,11,12,Friday,11556
1999,11,13,Saturday,8349
1999,11,14,Sunday,7526
1999,11,15,Monday,10928
1999,11,16,Tuesday,12263
1999,11,17,Wednesday,11665
1999,11,18,Thursday,11908
1999,11,19,Friday,12128
1999,11,20,Saturday,8630
1999,11,21,Sunday,7514
1999,11,22,Monday,12104
1999,11,23,Tuesday,12804
1999,11,24,Wednesday,11409
1999,11,25,Thursday,7529
1999,11,26,Friday,8892
1999,11,27,Saturday,8024
1999,11,28,Sunday,7418
1999,11,29,Monday,11095
1999,11,30,Tuesday,12544
1999,12,1,Wednesday,12282
1999,12,2,Thursday,11976
1999,12,3,Friday,11591
1999,12,4,Saturday,8333
1999,12,5,Sunday,7503
1999,12,6,Monday,10956
1999,12,7,Tuesday,12329
1999,12,8,Wednesday,11849
1999,12,9,Thursday,11728
1999,12,10,Friday,11459
1999,12,11,Saturday,8442
1999,12,12,Sunday,7528
1999,12,13,Monday,10830
1999,12,14,Tuesday,12667
1999,12,15,Wednesday,12623
1999,12,16,Thursday,12441
1999,12,17,Friday,12453
1999,12,18,Saturday,8979
1999,12,19,Sunday,7732
1999,12,20,Monday,12497
1999,12,21,Tuesday,13508
1999,12,22,Wednesday,12166
1999,12,23,Thursday,10591
1999,12,24,Friday,8046
1999,12,25,Saturday,6674
1999,12,26,Sunday,7432
1999,12,27,Monday,11579
1999,12,28,Tuesday,13158
1999,12,29,Wednesday,12629
1999,12,30,Thursday,11935
1999,12,31,Friday,9335
2000,1,1,Saturday,8843
2000,1,2,Sunday,7816
2000,1,3,Monday,11123
2000,1,4,Tuesday,12703
2000,1,5,Wednesday,12240
2000,1,6,Thursday,12260
2000,1,7,Friday,12280
2000,1,8,Saturday,8750
2000,1,9,Sunday,7736
2000,1,10,Monday,11418
2000,1,11,Tuesday,12323
2000,1,12,Wednesday,12057
2000,1,13,Thursday,11556
2000,1,14,Friday,11924
2000,1,15,Saturday,8365
2000,1,16,Sunday,7499
2000,1,17,Monday,10601
2000,1,18,Tuesday,12086
2000,1,19,Wednesday,12083
2000,1,20,Thursday,12188
2000,1,21,Friday,11667
2000,1,22,Saturday,8633
2000,1,23,Sunday,7712
2000,1,24,Monday,11184
2000,1,25,Tuesday,12253
2000,1,26,Wednesday,11879
2000,1,27,Thursday,12136
2000,1,28,Friday,11673
2000,1,29,Saturday,8635
2000,1,30,Sunday,7603
2000,1,31,Monday,10882
2000,2,1,Tuesday,12359
2000,2,2,Wednesday,12082
2000,2,3,Thursday,11806
2000,2,4,Friday,11828
2000,2,5,Saturday,8474
2000,2,6,Sunday,7730
2000,2,7,Monday,11375
2000,2,8,Tuesday,12591
2000,2,9,Wednesday,12024
2000,2,10,Thursday,12339
2000,2,11,Friday,12182
2000,2,12,Saturday,8674
2000,2,13,Sunday,7801
2000,2,14,Monday,11920
2000,2,15,Tuesday,12711
2000,2,16,Wednesday,12256
2000,2,17,Thursday,12274
2000,2,18,Friday,12162
2000,2,19,Saturday,8693
2000,2,20,Sunday,7763
2000,2,21,Monday,10406
2000,2,22,Tuesday,12401
2000,2,23,Wednesday,11972
2000,2,24,Thursday,12160
2000,2,25,Friday,11971
2000,2,26,Saturday,8847
2000,2,27,Sunday,7716
2000,2,28,Monday,11215
2000,2,29,Tuesday,11645
2000,3,1,Wednesday,12407
2000,3,2,Thursday,12261
2000,3,3,Friday,12120
2000,3,4,Saturday,8861
2000,3,5,Sunday,7599
2000,3,6,Monday,11122
2000,3,7,Tuesday,12133
2000,3,8,Wednesday,12061
2000,3,9,Thursday,12303
2000,3,10,Friday,11898
2000,3,11,Saturday,8657
2000,3,12,Sunday,7762
2000,3,13,Monday,10946
2000,3,14,Tuesday,12523
2000,3,15,Wednesday,12114
2000,3,16,Thursday,12154
2000,3,17,Friday,12147
2000,3,18,Saturday,8502
2000,3,19,Sunday,7623
2000,3,20,Monday,11281
2000,3,21,Tuesday,12370
2000,3,22,Wednesday,12047
2000,3,23,Thursday,12168
2000,3,24,Friday,12104
2000,3,25,Saturday,8975
2000,3,26,Sunday,7675
2000,3,27,Monday,11051
2000,3,28,Tuesday,12394
2000,3,29,Wednesday,11806
2000,3,30,Thursday,11851
2000,3,31,Friday,11638
2000,4,1,Saturday,8238
2000,4,2,Sunday,7419
2000,4,3,Monday,11178
2000,4,4,Tuesday,12523
2000,4,5,Wednesday,11946
2000,4,6,Thursday,11929
2000,4,7,Friday,12004
2000,4,8,Saturday,8583
2000,4,9,Sunday,7628
2000,4,10,Monday,11108
2000,4,11,Tuesday,12567
2000,4,12,Wednesday,12241
2000,4,13,Thursday,11677
2000,4,14,Friday,11829
2000,4,15,Saturday,8718
2000,4,16,Sunday,7725
2000,4,17,Monday,11115
2000,4,18,Tuesday,12525
2000,4,19,Wednesday,12251
2000,4,20,Thursday,12055
2000,4,21,Friday,11080
2000,4,22,Saturday,8233
2000,4,23,Sunday,7375
2000,4,24,Monday,11109
2000,4,25,Tuesday,12237
2000,4,26,Wednesday,11994
2000,4,27,Thursday,12013
2000,4,28,Friday,11785
2000,4,29,Saturday,8580
2000,4,30,Sunday,7515
2000,5,1,Monday,11399
2000,5,2,Tuesday,12692
2000,5,3,Wednesday,12017
2000,5,4,Thursday,12212
2000,5,5,Friday,12252
2000,5,6,Saturday,8689
2000,5,7,Sunday,7675
2000,5,8,Monday,11384
2000,5,9,Tuesday,12470
2000,5,10,Wednesday,12342
2000,5,11,Thursday,12185
2000,5,12,Friday,11928
2000,5,13,Saturday,8569
2000,5,14,Sunday,7495
2000,5,15,Monday,11316
2000,5,16,Tuesday,12581
2000,5,17,Wednesday,12487
2000,5,18,Thursday,12336
2000,5,19,Friday,11961
2000,5,20,Saturday,8476
2000,5,21,Sunday,7741
2000,5,22,Monday,11365
2000,5,23,Tuesday,12806
2000,5,24,Wednesday,12427
2000,5,25,Thursday,12752
2000,5,26,Friday,12503
2000,5,27,Saturday,8866
2000,5,28,Sunday,7758
2000,5,29,Monday,8099
2000,5,30,Tuesday,11699
2000,5,31,Wednesday,12725
2000,6,1,Thursday,13114
2000,6,2,Friday,12428
2000,6,3,Saturday,8776
2000,6,4,Sunday,7860
2000,6,5,Monday,11458
2000,6,6,Tuesday,12434
2000,6,7,Wednesday,12217
2000,6,8,Thursday,12508
2000,6,9,Friday,12275
2000,6,10,Saturday,8956
2000,6,11,Sunday,7961
2000,6,12,Monday,11580
2000,6,13,Tuesday,12416
2000,6,14,Wednesday,12599
2000,6,15,Thursday,12528
2000,6,16,Friday,12524
2000,6,17,Saturday,8981
2000,6,18,Sunday,8024
2000,6,19,Monday,11425
2000,6,20,Tuesday,12764
2000,6,21,Wednesday,12497
2000,6,22,Thursday,12561
2000,6,23,Friday,12364
2000,6,24,Saturday,8952
2000,6,25,Sunday,8057
2000,6,26,Monday,11914
2000,6,27,Tuesday,13103
2000,6,28,Wednesday,12776
2000,6,29,Thursday,13184
2000,6,30,Friday,12970
2000,7,1,Saturday,9215
2000,7,2,Sunday,7933
2000,7,3,Monday,11080
2000,7,4,Tuesday,9394
2000,7,5,Wednesday,12078
2000,7,6,Thursday,13558
2000,7,7,Friday,13372
2000,7,8,Saturday,9479
2000,7,9,Sunday,8435
2000,7,10,Monday,12161
2000,7,11,Tuesday,13267
2000,7,12,Wednesday,12543
2000,7,13,Thursday,12684
2000,7,14,Friday,12941
2000,7,15,Saturday,9392
2000,7,16,Sunday,8313
2000,7,17,Monday,11876
2000,7,18,Tuesday,13354
2000,7,19,Wednesday,12718
2000,7,20,Thursday,12855
2000,7,21,Friday,12767
2000,7,22,Saturday,9269
2000,7,23,Sunday,8011
2000,7,24,Monday,11916
2000,7,25,Tuesday,12943
2000,7,26,Wednesday,12700
2000,7,27,Thursday,12849
2000,7,28,Friday,12654
2000,7,29,Saturday,9303
2000,7,30,Sunday,8289
2000,7,31,Monday,11626
2000,8,1,Tuesday,13081
2000,8,2,Wednesday,12489
2000,8,3,Thursday,12834
2000,8,4,Friday,12681
2000,8,5,Saturday,9236
2000,8,6,Sunday,8201
2000,8,7,Monday,11628
2000,8,8,Tuesday,13334
2000,8,9,Wednesday,12926
2000,8,10,Thursday,12694
2000,8,11,Friday,12478
2000,8,12,Saturday,9072
2000,8,13,Sunday,8174
2000,8,14,Monday,11638
2000,8,15,Tuesday,13067
2000,8,16,Wednesday,12876
2000,8,17,Thursday,12828
2000,8,18,Friday,12839
2000,8,19,Saturday,9102
2000,8,20,Sunday,8122
2000,8,21,Monday,11711
2000,8,22,Tuesday,13172
2000,8,23,Wednesday,12685
2000,8,24,Thursday,12737
2000,8,25,Friday,12623
2000,8,26,Saturday,9193
2000,8,27,Sunday,8086
2000,8,28,Monday,11794
2000,8,29,Tuesday,12922
2000,8,30,Wednesday,12805
2000,8,31,Thursday,13052
2000,9,1,Friday,12826
2000,9,2,Saturday,9066
2000,9,3,Sunday,8080
2000,9,4,Monday,8412
2000,9,5,Tuesday,11871
2000,9,6,Wednesday,13577
2000,9,7,Thursday,13194
2000,9,8,Friday,13166
2000,9,9,Saturday,9617
2000,9,10,Sunday,8354
2000,9,11,Monday,12091
2000,9,12,Tuesday,13263
2000,9,13,Wednesday,12965
2000,9,14,Thursday,13432
2000,9,15,Friday,13245
2000,9,16,Saturday,9580
2000,9,17,Sunday,8512
2000,9,18,Monday,12244
2000,9,19,Tuesday,13533
2000,9,20,Wednesday,13384
2000,9,21,Thursday,13050
2000,9,22,Friday,12893
2000,9,23,Saturday,9304
2000,9,24,Sunday,8392
2000,9,25,Monday,12150
2000,9,26,Tuesday,13210
2000,9,27,Wednesday,13137
2000,9,28,Thursday,13202
2000,9,29,Friday,12724
2000,9,30,Saturday,9135
2000,10,1,Sunday,8279
2000,10,2,Monday,11905
2000,10,3,Tuesday,12969
2000,10,4,Wednesday,12841
2000,10,5,Thursday,12943
2000,10,6,Friday,12491
2000,10,7,Saturday,8925
2000,10,8,Sunday,7956
2000,10,9,Monday,11022
2000,10,10,Tuesday,12750
2000,10,11,Wednesday,12564
2000,10,12,Thursday,12756
2000,10,13,Friday,11468
2000,10,14,Saturday,8985
2000,10,15,Sunday,7972
2000,10,16,Monday,11702
2000,10,17,Tuesday,12805
2000,10,18,Wednesday,12470
2000,10,19,Thursday,12195
2000,10,20,Friday,12146
2000,10,21,Saturday,8765
2000,10,22,Sunday,7772
2000,10,23,Monday,11526
2000,10,24,Tuesday,12685
2000,10,25,Wednesday,12463
2000,10,26,Thursday,12475
2000,10,27,Friday,12051
2000,10,28,Saturday,8790
2000,10,29,Sunday,7954
2000,10,30,Monday,11227
2000,10,31,Tuesday,11069
2000,11,1,Wednesday,12579
2000,11,2,Thursday,12734
2000,11,3,Friday,12329
2000,11,4,Saturday,8853
2000,11,5,Sunday,7890
2000,11,6,Monday,11520
2000,11,7,Tuesday,12592
2000,11,8,Wednesday,12506
2000,11,9,Thursday,12502
2000,11,10,Friday,12300
2000,11,11,Saturday,9052
2000,11,12,Sunday,7874
2000,11,13,Monday,11129
2000,11,14,Tuesday,12776
2000,11,15,Wednesday,12623
2000,11,16,Thursday,12706
2000,11,17,Friday,12606
2000,11,18,Saturday,8906
2000,11,19,Sunday,7872
2000,11,20,Monday,12625
2000,11,21,Tuesday,13672
2000,11,22,Wednesday,12038
2000,11,23,Thursday,7939
2000,11,24,Friday,9539
2000,11,25,Saturday,8320
2000,11,26,Sunday,7793
2000,11,27,Monday,11831
2000,11,28,Tuesday,13446
2000,11,29,Wednesday,12786
2000,11,30,Thursday,12473
2000,12,1,Friday,12219
2000,12,2,Saturday,8622
2000,12,3,Sunday,7748
2000,12,4,Monday,11176
2000,12,5,Tuesday,12607
2000,12,6,Wednesday,12363
2000,12,7,Thursday,12498
2000,12,8,Friday,12263
2000,12,9,Saturday,8635
2000,12,10,Sunday,7807
2000,12,11,Monday,11506
2000,12,12,Tuesday,13189
2000,12,13,Wednesday,12214
2000,12,14,Thursday,12313
2000,12,15,Friday,12368
2000,12,16,Saturday,8981
2000,12,17,Sunday,7845
2000,12,18,Monday,12276
2000,12,19,Tuesday,13430
2000,12,20,Wednesday,13391
2000,12,21,Thursday,13146
2000,12,22,Friday,11937
2000,12,23,Saturday,8294
2000,12,24,Sunday,6801
2000,12,25,Monday,6566
2000,12,26,Tuesday,10070
2000,12,27,Wednesday,12858
2000,12,28,Thursday,13532
2000,12,29,Friday,13234
2000,12,30,Saturday,9177
2000,12,31,Sunday,7721
2001,1,1,Monday,7437
2001,1,2,Tuesday,10346
2001,1,3,Wednesday,12113
2001,1,4,Thursday,12429
2001,1,5,Friday,12427
2001,1,6,Saturday,9019
2001,1,7,Sunday,7747
2001,1,8,Monday,11239
2001,1,9,Tuesday,12105
2001,1,10,Wednesday,12160
2001,1,11,Thursday,12155
2001,1,12,Friday,12464
2001,1,13,Saturday,8647
2001,1,14,Sunday,7674
2001,1,15,Monday,10720
2001,1,16,Tuesday,12041
2001,1,17,Wednesday,12046
2001,1,18,Thursday,12362
2001,1,19,Friday,12044
2001,1,20,Saturday,8602
2001,1,21,Sunday,7668
2001,1,22,Monday,11219
2001,1,23,Tuesday,12176
2001,1,24,Wednesday,12046
2001,1,25,Thursday,12316
2001,1,26,Friday,11993
2001,1,27,Saturday,8640
2001,1,28,Sunday,7641
2001,1,29,Monday,11269
2001,1,30,Tuesday,12237
2001,1,31,Wednesday,12216
2001,2,1,Thursday,12186
2001,2,2,Friday,12188
2001,2,3,Saturday,8476
2001,2,4,Sunday,7608
2001,2,5,Monday,11546
2001,2,6,Tuesday,12247
2001,2,7,Wednesday,12091
2001,2,8,Thursday,12147
2001,2,9,Friday,12086
2001,2,10,Saturday,8637
2001,2,11,Sunday,7437
2001,2,12,Monday,11413
2001,2,13,Tuesday,12012
2001,2,14,Wednesday,12890
2001,2,15,Thursday,12407
2001,2,16,Friday,12119
2001,2,17,Saturday,8474
2001,2,18,Sunday,7422
2001,2,19,Monday,10356
2001,2,20,Tuesday,12113
2001,2,21,Wednesday,12206
2001,2,22,Thursday,12234
2001,2,23,Friday,12040
2001,2,24,Saturday,8491
2001,2,25,Sunday,7646
2001,2,26,Monday,11073
2001,2,27,Tuesday,12068
2001,2,28,Wednesday,11921
2001,3,1,Thursday,12263
2001,3,2,Friday,12128
2001,3,3,Saturday,8761
2001,3,4,Sunday,7675
2001,3,5,Monday,11182
2001,3,6,Tuesday,12052
2001,3,7,Wednesday,12094
2001,3,8,Thursday,12194
2001,3,9,Friday,12242
2001,3,10,Saturday,8679
2001,3,11,Sunday,7564
2001,3,12,Monday,11366
2001,3,13,Tuesday,12273
2001,3,14,Wednesday,12367
2001,3,15,Thursday,12286
2001,3,16,Friday,12248
2001,3,17,Saturday,8850
2001,3,18,Sunday,7399
2001,3,19,Monday,11099
2001,3,20,Tuesday,12574
2001,3,21,Wednesday,12394
2001,3,22,Thursday,12262
2001,3,23,Friday,12213
2001,3,24,Saturday,8683
2001,3,25,Sunday,7689
2001,3,26,Monday,11042
2001,3,27,Tuesday,12328
2001,3,28,Wednesday,12175
2001,3,29,Thursday,12166
2001,3,30,Friday,11855
2001,3,31,Saturday,8581
2001,4,1,Sunday,7037
2001,4,2,Monday,11430
2001,4,3,Tuesday,12578
2001,4,4,Wednesday,12409
2001,4,5,Thursday,12233
2001,4,6,Friday,12221
2001,4,7,Saturday,8626
2001,4,8,Sunday,7594
2001,4,9,Monday,11349
2001,4,10,Tuesday,12745
2001,4,11,Wednesday,12631
2001,4,12,Thursday,12511
2001,4,13,Friday,10741
2001,4,14,Saturday,8102
2001,4,15,Sunday,7080
2001,4,16,Monday,11002
2001,4,17,Tuesday,12636
2001,4,18,Wednesday,12151
2001,4,19,Thursday,11942
2001,4,20,Friday,12047
2001,4,21,Saturday,8671
2001,4,22,Sunday,7643
2001,4,23,Monday,11462
2001,4,24,Tuesday,12720
2001,4,25,Wednesday,12444
2001,4,26,Thursday,12309
2001,4,27,Friday,12154
2001,4,28,Saturday,8474
2001,4,29,Sunday,7481
2001,4,30,Monday,11190
2001,5,1,Tuesday,12745
2001,5,2,Wednesday,12289
2001,5,3,Thursday,12302
2001,5,4,Friday,12062
2001,5,5,Saturday,8632
2001,5,6,Sunday,7861
2001,5,7,Monday,11432
2001,5,8,Tuesday,12751
2001,5,9,Wednesday,12225
2001,5,10,Thursday,12398
2001,5,11,Friday,12117
2001,5,12,Saturday,8537
2001,5,13,Sunday,7370
2001,5,14,Monday,11343
2001,5,15,Tuesday,12829
2001,5,16,Wednesday,12373
2001,5,17,Thursday,12426
2001,5,18,Friday,12132
2001,5,19,Saturday,8658
2001,5,20,Sunday,7597
2001,5,21,Monday,11398
2001,5,22,Tuesday,12785
2001,5,23,Wednesday,12662
2001,5,24,Thursday,12932
2001,5,25,Friday,12504
2001,5,26,Saturday,8790
2001,5,27,Sunday,7409
2001,5,28,Monday,7810
2001,5,29,Tuesday,11754
2001,5,30,Wednesday,13112
2001,5,31,Thursday,12782
2001,6,1,Friday,12426
2001,6,2,Saturday,8753
2001,6,3,Sunday,7762
2001,6,4,Monday,11239
2001,6,5,Tuesday,12401
2001,6,6,Wednesday,12507
2001,6,7,Thursday,12333
2001,6,8,Friday,12231
2001,6,9,Saturday,8604
2001,6,10,Sunday,7559
2001,6,11,Monday,11521
2001,6,12,Tuesday,12894
2001,6,13,Wednesday,12102
2001,6,14,Thursday,12429
2001,6,15,Friday,12192
2001,6,16,Saturday,8631
2001,6,17,Sunday,7607
2001,6,18,Monday,11559
2001,6,19,Tuesday,12517
2001,6,20,Wednesday,12452
2001,6,21,Thursday,12323
2001,6,22,Friday,12068
2001,6,23,Saturday,8304
2001,6,24,Sunday,7501
2001,6,25,Monday,11363
2001,6,26,Tuesday,12638
2001,6,27,Wednesday,12560
2001,6,28,Thursday,12830
2001,6,29,Friday,12683
2001,6,30,Saturday,9096
2001,7,1,Sunday,7953
2001,7,2,Monday,12154
2001,7,3,Tuesday,13081
2001,7,4,Wednesday,9450
2001,7,5,Thursday,12264
2001,7,6,Friday,12901
2001,7,7,Saturday,9357
2001,7,8,Sunday,8121
2001,7,9,Monday,11794
2001,7,10,Tuesday,13317
2001,7,11,Wednesday,12690
2001,7,12,Thursday,12949
2001,7,13,Friday,11978
2001,7,14,Saturday,9112
2001,7,15,Sunday,7922
2001,7,16,Monday,12160
2001,7,17,Tuesday,13357
2001,7,18,Wednesday,12970
2001,7,19,Thursday,13031
2001,7,20,Friday,12697
2001,7,21,Saturday,9189
2001,7,22,Sunday,7961
2001,7,23,Monday,11836
2001,7,24,Tuesday,13239
2001,7,25,Wednesday,12785
2001,7,26,Thursday,12784
2001,7,27,Friday,12441
2001,7,28,Saturday,8952
2001,7,29,Sunday,7787
2001,7,30,Monday,11912
2001,7,31,Tuesday,12903
2001,8,1,Wednesday,12654
2001,8,2,Thursday,12846
2001,8,3,Friday,12619
2001,8,4,Saturday,8993
2001,8,5,Sunday,7948
2001,8,6,Monday,11735
2001,8,7,Tuesday,13198
2001,8,8,Wednesday,12884
2001,8,9,Thursday,13080
2001,8,10,Friday,12833
2001,8,11,Saturday,9100
2001,8,12,Sunday,8130
2001,8,13,Monday,11446
2001,8,14,Tuesday,13037
2001,8,15,Wednesday,13005
2001,8,16,Thursday,13126
2001,8,17,Friday,12871
2001,8,18,Saturday,9097
2001,8,19,Sunday,7809
2001,8,20,Monday,12030
2001,8,21,Tuesday,13236
2001,8,22,Wednesday,12855
2001,8,23,Thursday,12918
